Date;Visitor/Neutral;Result
Mon, Dec 12, 2022;San Antonio Spurs;1
Mon, Dec 12, 2022;Portland Trail Blazers;1
Mon, Dec 12, 2022;Los Angeles Clippers;1
Tue, Dec 13, 2022;Philadelphia 76ers;1
Tue, Dec 13, 2022;Milwaukee Bucks;1
Tue, Dec 13, 2022;Houston Rockets;1
Tue, Dec 13, 2022;Utah Jazz;1
Tue, Dec 13, 2022;Los Angeles Lakers;0
Wed, Dec 14, 2022;Charlotte Hornets;0
Wed, Dec 14, 2022;Indiana Pacers;1
Wed, Dec 14, 2022;Orlando Magic;1
Wed, Dec 14, 2022;Chicago Bulls;0
Wed, Dec 14, 2022;Toronto Raptors;0
Wed, Dec 14, 2022;Oklahoma City Thunder;0
Wed, Dec 14, 2022;San Antonio Spurs;0
Wed, Dec 14, 2022;Dallas Mavericks;0
Wed, Dec 14, 2022;Denver Nuggets;1
Wed, Dec 14, 2022;Los Angeles Clippers;1
Thu, Dec 15, 2022;Houston Rockets;0
Thu, Dec 15, 2022;Memphis Grizzlies;1
Thu, Dec 15, 2022;Utah Jazz;1
Thu, Dec 15, 2022;Los Angeles Clippers;0
Fri, Dec 16, 2022;Charlotte Hornets;0
Fri, Dec 16, 2022;Detroit Pistons;0
Fri, Dec 16, 2022;Boston Celtics;0
Fri, Dec 16, 2022;Cleveland Cavaliers;1
Fri, Dec 16, 2022;Philadelphia 76ers;1
Fri, Dec 16, 2022;Toronto Raptors;0
Fri, Dec 16, 2022;Chicago Bulls;0
Fri, Dec 16, 2022;Oklahoma City Thunder;0
Fri, Dec 16, 2022;Dallas Mavericks;1
Fri, Dec 16, 2022;Los Angeles Lakers;1
Sat, Dec 17, 2022;Los Angeles Clippers;1
Sat, Dec 17, 2022;San Antonio Spurs;0
Sat, Dec 17, 2022;Cleveland Cavaliers;1
Sat, Dec 17, 2022;Houston Rockets;0
Sat, Dec 17, 2022;Milwaukee Bucks;1
Sat, Dec 17, 2022;Oklahoma City Thunder;1
Sat, Dec 17, 2022;Phoenix Suns;1
Sun, Dec 18, 2022;Boston Celtics;0
Sun, Dec 18, 2022;Indiana Pacers;0
Sun, Dec 18, 2022;Detroit Pistons;0
Sun, Dec 18, 2022;Toronto Raptors;0
Sun, Dec 18, 2022;Minnesota Timberwolves;1
Sun, Dec 18, 2022;Denver Nuggets;1
Sun, Dec 18, 2022;Los Angeles Lakers;1
Mon, Dec 19, 2022;Cleveland Cavaliers;1
Mon, Dec 19, 2022;Philadelphia 76ers;1
Mon, Dec 19, 2022;Atlanta Hawks;1
Mon, Dec 19, 2022;Houston Rockets;0
Mon, Dec 19, 2022;Minnesota Timberwolves;1
Mon, Dec 19, 2022;New Orleans Pelicans;0
Mon, Dec 19, 2022;Oklahoma City Thunder;1
Mon, Dec 19, 2022;Phoenix Suns;1
Mon, Dec 19, 2022;Sacramento Kings;0
Tue, Dec 20, 2022;Detroit Pistons;0
Tue, Dec 20, 2022;Miami Heat;0
Tue, Dec 20, 2022;New York Knicks;1
Tue, Dec 20, 2022;Phoenix Suns;0
Tue, Dec 20, 2022;Denver Nuggets;1
Wed, Dec 21, 2022;Cleveland Cavaliers;1
Wed, Dec 21, 2022;Philadelphia 76ers;1
Wed, Dec 21, 2022;Atlanta Hawks;0
Wed, Dec 21, 2022;Boston Celtics;0
Wed, Dec 21, 2022;Brooklyn Nets;1
Wed, Dec 21, 2022;New York Knicks;0
Wed, Dec 21, 2022;Houston Rockets;0
Wed, Dec 21, 2022;Minnesota Timberwolves;0
Wed, Dec 21, 2022;Oklahoma City Thunder;1
Wed, Dec 21, 2022;Sacramento Kings;1
Wed, Dec 21, 2022;Los Angeles Clippers;1
Thu, Dec 22, 2022;New Orleans Pelicans;1
Thu, Dec 22, 2022;Utah Jazz;1
Fri, Dec 23, 2022;Orlando Magic;1
Fri, Dec 23, 2022;Philadelphia 76ers;1
Fri, Dec 23, 2022;Atlanta Hawks;1
Fri, Dec 23, 2022;Boston Celtics;1
Fri, Dec 23, 2022;Brooklyn Nets;1
Fri, Dec 23, 2022;Cleveland Cavaliers;0
Fri, Dec 23, 2022;New York Knicks;0
Fri, Dec 23, 2022;Houston Rockets;0
Fri, Dec 23, 2022;Miami Heat;0
Fri, Dec 23, 2022;Oklahoma City Thunder;0
Fri, Dec 23, 2022;Denver Nuggets;1
Fri, Dec 23, 2022;Phoenix Suns;0
Fri, Dec 23, 2022;Sacramento Kings;0
Fri, Dec 23, 2022;Los Angeles Lakers;0
Sun, Dec 25, 2022;New York Knicks;0
Sun, Dec 25, 2022;Dallas Mavericks;1
Sun, Dec 25, 2022;Boston Celtics;1
Sun, Dec 25, 2022;Golden State Warriors;1
Sun, Dec 25, 2022;Denver Nuggets;1
Mon, Dec 26, 2022;Cleveland Cavaliers;0
Mon, Dec 26, 2022;Detroit Pistons;0
Mon, Dec 26, 2022;Miami Heat;1
Mon, Dec 26, 2022;Chicago Bulls;0
Mon, Dec 26, 2022;New Orleans Pelicans;1
Mon, Dec 26, 2022;San Antonio Spurs;1
Mon, Dec 26, 2022;Portland Trail Blazers;1
Tue, Dec 27, 2022;Orlando Magic;0
Tue, Dec 27, 2022;Washington Wizards;1
Tue, Dec 27, 2022;Boston Celtics;1
Tue, Dec 27, 2022;Indiana Pacers;1
Tue, Dec 27, 2022;Toronto Raptors;0
Tue, Dec 27, 2022;Memphis Grizzlies;0
Tue, Dec 27, 2022;Oklahoma City Thunder;1
Tue, Dec 27, 2022;Dallas Mavericks;1
Tue, Dec 27, 2022;Golden State Warriors;1
Tue, Dec 27, 2022;Sacramento Kings;0
Wed, Dec 28, 2022;Detroit Pistons;1
Wed, Dec 28, 2022;Washington Wizards;1
Wed, Dec 28, 2022;Atlanta Hawks;0
Wed, Dec 28, 2022;Miami Heat;1
Wed, Dec 28, 2022;Chicago Bulls;1
Wed, Dec 28, 2022;New Orleans Pelicans;1
Wed, Dec 28, 2022;Golden State Warriors;1
Wed, Dec 28, 2022;Sacramento Kings;1
Thu, Dec 29, 2022;Charlotte Hornets;1
Thu, Dec 29, 2022;Indiana Pacers;1
Thu, Dec 29, 2022;Boston Celtics;1
Thu, Dec 29, 2022;Toronto Raptors;0
Thu, Dec 29, 2022;San Antonio Spurs;1
Thu, Dec 29, 2022;Dallas Mavericks;1
Fri, Dec 30, 2022;Orlando Magic;0
Fri, Dec 30, 2022;Atlanta Hawks;0
Fri, Dec 30, 2022;Toronto Raptors;1
Fri, Dec 30, 2022;Chicago Bulls;1
Fri, Dec 30, 2022;Milwaukee Bucks;1
Fri, Dec 30, 2022;New Orleans Pelicans;1
Fri, Dec 30, 2022;Denver Nuggets;1
Fri, Dec 30, 2022;Golden State Warriors;1
Fri, Dec 30, 2022;Sacramento Kings;1
Sat, Dec 31, 2022;Indiana Pacers;1
Sat, Dec 31, 2022;Chicago Bulls;0
Sat, Dec 31, 2022;Charlotte Hornets;0
Sat, Dec 31, 2022;Houston Rockets;0
Sat, Dec 31, 2022;San Antonio Spurs;0
Sat, Dec 31, 2022;Memphis Grizzlies;1
Sat, Dec 31, 2022;Minnesota Timberwolves;0
Sat, Dec 31, 2022;Oklahoma City Thunder;0
Sat, Dec 31, 2022;Utah Jazz;0
Sun, Jan 1, 2023;Denver Nuggets;1
Sun, Jan 1, 2023;Memphis Grizzlies;1
Sun, Jan 1, 2023;Milwaukee Bucks;0
Mon, Jan 2, 2023;New York Knicks;1
Mon, Jan 2, 2023;Charlotte Hornets;0
Mon, Jan 2, 2023;Cleveland Cavaliers;1
Mon, Jan 2, 2023;Indiana Pacers;1
Mon, Jan 2, 2023;Philadelphia 76ers;1
Mon, Jan 2, 2023;Brooklyn Nets;1
Mon, Jan 2, 2023;Houston Rockets;0
Mon, Jan 2, 2023;Minnesota Timberwolves;1
Mon, Jan 2, 2023;Golden State Warriors;1
Mon, Jan 2, 2023;Portland Trail Blazers;1
Mon, Jan 2, 2023;Los Angeles Clippers;0
Tue, Jan 3, 2023;Milwaukee Bucks;1
Tue, Jan 3, 2023;Oklahoma City Thunder;1
Tue, Jan 3, 2023;Utah Jazz;0
Wed, Jan 4, 2023;Charlotte Hornets;0
Wed, Jan 4, 2023;Cleveland Cavaliers;1
Wed, Jan 4, 2023;Orlando Magic;1
Wed, Jan 4, 2023;Philadelphia 76ers;1
Wed, Jan 4, 2023;New York Knicks;1
Wed, Jan 4, 2023;Toronto Raptors;0
Wed, Jan 4, 2023;Chicago Bulls;1
Wed, Jan 4, 2023;Minnesota Timberwolves;1
Wed, Jan 4, 2023;New Orleans Pelicans;1
Wed, Jan 4, 2023;Golden State Warriors;0
Wed, Jan 4, 2023;Los Angeles Lakers;1
Wed, Jan 4, 2023;Sacramento Kings;0
Thu, Jan 5, 2023;Orlando Magic;0
Thu, Jan 5, 2023;Dallas Mavericks;0
Thu, Jan 5, 2023;Houston Rockets;0
Thu, Jan 5, 2023;Denver Nuggets;1
Fri, Jan 6, 2023;Indiana Pacers;1
Fri, Jan 6, 2023;Philadelphia 76ers;0
Fri, Jan 6, 2023;New Orleans Pelicans;0
Fri, Jan 6, 2023;Toronto Raptors;0
Fri, Jan 6, 2023;Milwaukee Bucks;0
Fri, Jan 6, 2023;Oklahoma City Thunder;1
Fri, Jan 6, 2023;San Antonio Spurs;1
Fri, Jan 6, 2023;Denver Nuggets;1
Fri, Jan 6, 2023;Minnesota Timberwolves;1
Fri, Jan 6, 2023;Phoenix Suns;0
Fri, Jan 6, 2023;Los Angeles Lakers;1
Sat, Jan 7, 2023;San Antonio Spurs;0
Sat, Jan 7, 2023;Chicago Bulls;1
Sat, Jan 7, 2023;Dallas Mavericks;1
Sat, Jan 7, 2023;Golden State Warriors;0
Sat, Jan 7, 2023;Sacramento Kings;0
Sun, Jan 8, 2023;Detroit Pistons;0
Sun, Jan 8, 2023;Toronto Raptors;1
Sun, Jan 8, 2023;Indiana Pacers;1
Sun, Jan 8, 2023;Memphis Grizzlies;1
Sun, Jan 8, 2023;Miami Heat;0
Sun, Jan 8, 2023;Houston Rockets;0
Sun, Jan 8, 2023;Oklahoma City Thunder;1
Sun, Jan 8, 2023;Phoenix Suns;0
Sun, Jan 8, 2023;Los Angeles Clippers;0
Mon, Jan 9, 2023;Washington Wizards;0
Mon, Jan 9, 2023;Boston Celtics;1
Mon, Jan 9, 2023;New York Knicks;0
Mon, Jan 9, 2023;Memphis Grizzlies;1
Mon, Jan 9, 2023;Denver Nuggets;1
Mon, Jan 9, 2023;Sacramento Kings;1
Tue, Jan 10, 2023;Philadelphia 76ers;1
Tue, Jan 10, 2023;Miami Heat;1
Tue, Jan 10, 2023;Toronto Raptors;1
Tue, Jan 10, 2023;Utah Jazz;1
Tue, Jan 10, 2023;Golden State Warriors;0
Tue, Jan 10, 2023;Portland Trail Blazers;0
Tue, Jan 10, 2023;Los Angeles Clippers;1
Wed, Jan 11, 2023;Detroit Pistons;1
Wed, Jan 11, 2023;Washington Wizards;1
Wed, Jan 11, 2023;Atlanta Hawks;0
Wed, Jan 11, 2023;Boston Celtics;1
Wed, Jan 11, 2023;New York Knicks;1
Wed, Jan 11, 2023;Memphis Grizzlies;1
Wed, Jan 11, 2023;Denver Nuggets;1
Wed, Jan 11, 2023;Sacramento Kings;1
Thu, Jan 12, 2023;Philadelphia 76ers;0
Thu, Jan 12, 2023;Brooklyn Nets;0
Thu, Jan 12, 2023;Miami Heat;1
Thu, Jan 12, 2023;Toronto Raptors;1
Thu, Jan 12, 2023;Los Angeles Lakers;0
Thu, Jan 12, 2023;Portland Trail Blazers;0
Fri, Jan 13, 2023;Detroit Pistons;0
Fri, Jan 13, 2023;Indiana Pacers;0
Fri, Jan 13, 2023;Washington Wizards;0
Fri, Jan 13, 2023;San Antonio Spurs;0
Fri, Jan 13, 2023;Chicago Bulls;0
Fri, Jan 13, 2023;Minnesota Timberwolves;1
Fri, Jan 13, 2023;Utah Jazz;1
Fri, Jan 13, 2023;Los Angeles Clippers;0
Fri, Jan 13, 2023;Sacramento Kings;1
Sat, Jan 14, 2023;Miami Heat;1
Sat, Jan 14, 2023;Charlotte Hornets;0
Sat, Jan 14, 2023;Indiana Pacers;0
Sat, Jan 14, 2023;Toronto Raptors;0
Sat, Jan 14, 2023;Minnesota Timberwolves;1
Sat, Jan 14, 2023;Utah Jazz;0
Sat, Jan 14, 2023;Portland Trail Blazers;1
Sun, Jan 15, 2023;Detroit Pistons;0
Sun, Jan 15, 2023;Los Angeles Clippers;1
Sun, Jan 15, 2023;Chicago Bulls;1
Sun, Jan 15, 2023;Brooklyn Nets;0
Sun, Jan 15, 2023;San Antonio Spurs;0
Sun, Jan 15, 2023;Denver Nuggets;1
Sun, Jan 15, 2023;Portland Trail Blazers;1
Sun, Jan 15, 2023;Los Angeles Lakers;0
Mon, Jan 16, 2023;Charlotte Hornets;0
Mon, Jan 16, 2023;Milwaukee Bucks;1
Mon, Jan 16, 2023;Cleveland Cavaliers;1
Mon, Jan 16, 2023;New York Knicks;0
Mon, Jan 16, 2023;Washington Wizards;0
Mon, Jan 16, 2023;Atlanta Hawks;1
Mon, Jan 16, 2023;Minnesota Timberwolves;0
Mon, Jan 16, 2023;Memphis Grizzlies;1
Mon, Jan 16, 2023;Los Angeles Lakers;1
Tue, Jan 17, 2023;Milwaukee Bucks;1
Tue, Jan 17, 2023;San Antonio Spurs;1
Tue, Jan 17, 2023;Denver Nuggets;1
Tue, Jan 17, 2023;Los Angeles Clippers;0
Wed, Jan 18, 2023;Dallas Mavericks;0
Wed, Jan 18, 2023;New York Knicks;0
Wed, Jan 18, 2023;Houston Rockets;0
Wed, Jan 18, 2023;Memphis Grizzlies;1
Wed, Jan 18, 2023;New Orleans Pelicans;0
Wed, Jan 18, 2023;Oklahoma City Thunder;1
Wed, Jan 18, 2023;Utah Jazz;1
Wed, Jan 18, 2023;Denver Nuggets;1
Wed, Jan 18, 2023;Los Angeles Lakers;0
Thu, Jan 19, 2023;Detroit Pistons;0
Thu, Jan 19, 2023;Boston Celtics;1
Thu, Jan 19, 2023;Minnesota Timberwolves;1
Thu, Jan 19, 2023;Phoenix Suns;1
Thu, Jan 19, 2023;Portland Trail Blazers;0
Fri, Jan 20, 2023;Orlando Magic;1
Fri, Jan 20, 2023;Atlanta Hawks;1
Fri, Jan 20, 2023;Cleveland Cavaliers;0
Fri, Jan 20, 2023;Dallas Mavericks;1
Fri, Jan 20, 2023;San Antonio Spurs;0
Fri, Jan 20, 2023;Denver Nuggets;1
Fri, Jan 20, 2023;Utah Jazz;0
Fri, Jan 20, 2023;Los Angeles Lakers;1
Fri, Jan 20, 2023;Sacramento Kings;1
Sat, Jan 21, 2023;Toronto Raptors;0
Sat, Jan 21, 2023;Washington Wizards;1
Sat, Jan 21, 2023;Atlanta Hawks;0
Sat, Jan 21, 2023;Cleveland Cavaliers;1
Sat, Jan 21, 2023;Minnesota Timberwolves;1
Sat, Jan 21, 2023;Phoenix Suns;1
Sat, Jan 21, 2023;Sacramento Kings;0
Sun, Jan 22, 2023;Dallas Mavericks;0
Sun, Jan 22, 2023;Miami Heat;1
Sun, Jan 22, 2023;Toronto Raptors;1
Sun, Jan 22, 2023;Denver Nuggets;0
Sun, Jan 22, 2023;Phoenix Suns;1
Sun, Jan 22, 2023;Golden State Warriors;0
Sun, Jan 22, 2023;Portland Trail Blazers;0
Mon, Jan 23, 2023;Detroit Pistons;0
Mon, Jan 23, 2023;Orlando Magic;1
Mon, Jan 23, 2023;Chicago Bulls;1
Mon, Jan 23, 2023;Houston Rockets;1
Mon, Jan 23, 2023;Utah Jazz;1
Mon, Jan 23, 2023;Portland Trail Blazers;1
Mon, Jan 23, 2023;Sacramento Kings;1
Tue, Jan 24, 2023;Indiana Pacers;1
Tue, Jan 24, 2023;Miami Heat;1
Tue, Jan 24, 2023;New York Knicks;1
Tue, Jan 24, 2023;New Orleans Pelicans;0
Tue, Jan 24, 2023;Dallas Mavericks;0
Tue, Jan 24, 2023;Phoenix Suns;1
Tue, Jan 24, 2023;Los Angeles Lakers;0
Wed, Jan 25, 2023;Orlando Magic;1
Wed, Jan 25, 2023;Philadelphia 76ers;1
Wed, Jan 25, 2023;Houston Rockets;0
Wed, Jan 25, 2023;Milwaukee Bucks;1
Wed, Jan 25, 2023;New Orleans Pelicans;0
Wed, Jan 25, 2023;Oklahoma City Thunder;0
Wed, Jan 25, 2023;Golden State Warriors;1
Wed, Jan 25, 2023;Portland Trail Blazers;1
Wed, Jan 25, 2023;Sacramento Kings;0
Wed, Jan 25, 2023;Los Angeles Lakers;1
Thu, Jan 26, 2023;Boston Celtics;0
Thu, Jan 26, 2023;Brooklyn Nets;0
Thu, Jan 26, 2023;Charlotte Hornets;1
Thu, Jan 26, 2023;Houston Rockets;0
Thu, Jan 26, 2023;Phoenix Suns;0
Thu, Jan 26, 2023;Los Angeles Clippers;1
Fri, Jan 27, 2023;Indiana Pacers;0
Fri, Jan 27, 2023;Minnesota Timberwolves;1
Fri, Jan 27, 2023;Miami Heat;1
Fri, Jan 27, 2023;Oklahoma City Thunder;1
Fri, Jan 27, 2023;Golden State Warriors;1
Sat, Jan 28, 2023;Philadelphia 76ers;1
Sat, Jan 28, 2023;Brooklyn Nets;1
Sat, Jan 28, 2023;Detroit Pistons;0
Sat, Jan 28, 2023;Orlando Magic;0
Sat, Jan 28, 2023;Atlanta Hawks;0
Sat, Jan 28, 2023;Minnesota Timberwolves;1
Sat, Jan 28, 2023;New Orleans Pelicans;0
Sat, Jan 28, 2023;San Antonio Spurs;0
Sat, Jan 28, 2023;Boston Celtics;1
Sat, Jan 28, 2023;Utah Jazz;1
Sat, Jan 28, 2023;Portland Trail Blazers;0
Sun, Jan 29, 2023;Charlotte Hornets;1
Sun, Jan 29, 2023;Memphis Grizzlies;1
Sun, Jan 29, 2023;Cleveland Cavaliers;1
Sun, Jan 29, 2023;Milwaukee Bucks;1
Mon, Jan 30, 2023;Philadelphia 76ers;0
Mon, Jan 30, 2023;Brooklyn Nets;1
Mon, Jan 30, 2023;Minnesota Timberwolves;0
Mon, Jan 30, 2023;Oklahoma City Thunder;0
Mon, Jan 30, 2023;San Antonio Spurs;0
Mon, Jan 30, 2023;Dallas Mavericks;1
Mon, Jan 30, 2023;Phoenix Suns;1
Mon, Jan 30, 2023;Portland Trail Blazers;1
Tue, Jan 31, 2023;Cleveland Cavaliers;0
Tue, Jan 31, 2023;New York Knicks;0
Tue, Jan 31, 2023;Chicago Bulls;0
Tue, Jan 31, 2023;Milwaukee Bucks;1
Tue, Jan 31, 2023;Denver Nuggets;1
Wed, Feb 1, 2023;Memphis Grizzlies;0
Wed, Feb 1, 2023;Philadelphia 76ers;1
Wed, Feb 1, 2023;Boston Celtics;1
Wed, Feb 1, 2023;Houston Rockets;1
Wed, Feb 1, 2023;Minnesota Timberwolves;1
Wed, Feb 1, 2023;San Antonio Spurs;0
Wed, Feb 1, 2023;Utah Jazz;1
Wed, Feb 1, 2023;Phoenix Suns;0
Thu, Feb 2, 2023;Indiana Pacers;0
Thu, Feb 2, 2023;Cleveland Cavaliers;1
Thu, Feb 2, 2023;New York Knicks;1
Thu, Feb 2, 2023;Chicago Bulls;1
Thu, Feb 2, 2023;Dallas Mavericks;1
Thu, Feb 2, 2023;Denver Nuggets;1
Thu, Feb 2, 2023;Milwaukee Bucks;1
Fri, Feb 3, 2023;Detroit Pistons;1
Fri, Feb 3, 2023;Indiana Pacers;1
Fri, Feb 3, 2023;Washington Wizards;0
Fri, Feb 3, 2023;Boston Celtics;0
Fri, Feb 3, 2023;Houston Rockets;0
Fri, Feb 3, 2023;Minnesota Timberwolves;0
Fri, Feb 3, 2023;San Antonio Spurs;0
Fri, Feb 3, 2023;Utah Jazz;0
Sat, Feb 4, 2023;Brooklyn Nets;1
Sat, Feb 4, 2023;New Orleans Pelicans;1
Sat, Feb 4, 2023;Detroit Pistons;0
Sat, Feb 4, 2023;New York Knicks;0
Sat, Feb 4, 2023;Chicago Bulls;1
Sat, Feb 4, 2023;Milwaukee Bucks;1
Sat, Feb 4, 2023;Oklahoma City Thunder;1
Sat, Feb 4, 2023;Golden State Warriors;1
Sat, Feb 4, 2023;Denver Nuggets;1
Sun, Feb 5, 2023;Charlotte Hornets;0
Sun, Feb 5, 2023;Indiana Pacers;0
Sun, Feb 5, 2023;Memphis Grizzlies;0
Sun, Feb 5, 2023;New York Knicks;1
Sun, Feb 5, 2023;Minnesota Timberwolves;1
Sun, Feb 5, 2023;New Orleans Pelicans;1
Mon, Feb 6, 2023;Detroit Pistons;0
Mon, Feb 6, 2023;Washington Wizards;0
Mon, Feb 6, 2023;Brooklyn Nets;0
Mon, Feb 6, 2023;Chicago Bulls;1
Mon, Feb 6, 2023;Houston Rockets;0
Mon, Feb 6, 2023;Utah Jazz;0
Mon, Feb 6, 2023;Golden State Warriors;1
Mon, Feb 6, 2023;Portland Trail Blazers;0
Tue, Feb 7, 2023;Orlando Magic;0
Tue, Feb 7, 2023;Brooklyn Nets;0
Tue, Feb 7, 2023;New Orleans Pelicans;1
Tue, Feb 7, 2023;Memphis Grizzlies;1
Tue, Feb 7, 2023;Denver Nuggets;1
Tue, Feb 7, 2023;Los Angeles Lakers;0
Wed, Feb 8, 2023;Cleveland Cavaliers;1
Wed, Feb 8, 2023;Washington Wizards;1
Wed, Feb 8, 2023;Boston Celtics;1
Wed, Feb 8, 2023;Miami Heat;1
Wed, Feb 8, 2023;Toronto Raptors;1
Wed, Feb 8, 2023;Houston Rockets;0
Wed, Feb 8, 2023;Utah Jazz;0
Wed, Feb 8, 2023;Los Angeles Clippers;0
Wed, Feb 8, 2023;Portland Trail Blazers;1
Thu, Feb 9, 2023;Orlando Magic;1
Thu, Feb 9, 2023;Atlanta Hawks;1
Thu, Feb 9, 2023;Brooklyn Nets;1
Thu, Feb 9, 2023;Los Angeles Lakers;0
Fri, Feb 10, 2023;Detroit Pistons;1
Fri, Feb 10, 2023;Indiana Pacers;0
Fri, Feb 10, 2023;Philadelphia 76ers;1
Fri, Feb 10, 2023;Boston Celtics;1
Fri, Feb 10, 2023;Toronto Raptors;0
Fri, Feb 10, 2023;Memphis Grizzlies;1
Fri, Feb 10, 2023;Miami Heat;1
Fri, Feb 10, 2023;New Orleans Pelicans;0
Fri, Feb 10, 2023;Portland Trail Blazers;0
Fri, Feb 10, 2023;Sacramento Kings;0
Fri, Feb 10, 2023;Los Angeles Clippers;0
Sat, Feb 11, 2023;Brooklyn Nets;0
Sat, Feb 11, 2023;Charlotte Hornets;0
Sat, Feb 11, 2023;Orlando Magic;0
Sat, Feb 11, 2023;Washington Wizards;1
Sat, Feb 11, 2023;Atlanta Hawks;1
Sat, Feb 11, 2023;New York Knicks;1
Sat, Feb 11, 2023;Cleveland Cavaliers;1
Sat, Feb 11, 2023;Golden State Warriors;0
Sat, Feb 11, 2023;Sacramento Kings;1
Sun, Feb 12, 2023;Boston Celtics;1
Sun, Feb 12, 2023;Toronto Raptors;1
Mon, Feb 13, 2023;Charlotte Hornets;1
Mon, Feb 13, 2023;Cleveland Cavaliers;1
Mon, Feb 13, 2023;Indiana Pacers;0
Mon, Feb 13, 2023;Philadelphia 76ers;1
Mon, Feb 13, 2023;Miami Heat;0
Mon, Feb 13, 2023;New York Knicks;1
Mon, Feb 13, 2023;Chicago Bulls;0
Mon, Feb 13, 2023;Oklahoma City Thunder;0
Mon, Feb 13, 2023;Dallas Mavericks;0
Mon, Feb 13, 2023;Golden State Warriors;1
Mon, Feb 13, 2023;Portland Trail Blazers;1
Tue, Feb 14, 2023;Milwaukee Bucks;1
Tue, Feb 14, 2023;Toronto Raptors;1
Tue, Feb 14, 2023;Phoenix Suns;1
Tue, Feb 14, 2023;Los Angeles Clippers;1
Tue, Feb 14, 2023;Portland Trail Blazers;0
Wed, Feb 15, 2023;Charlotte Hornets;1
Wed, Feb 15, 2023;Indiana Pacers;1
Wed, Feb 15, 2023;Atlanta Hawks;0
Wed, Feb 15, 2023;Boston Celtics;1
Wed, Feb 15, 2023;Brooklyn Nets;1
Wed, Feb 15, 2023;Philadelphia 76ers;1
Wed, Feb 15, 2023;Memphis Grizzlies;1
Wed, Feb 15, 2023;Oklahoma City Thunder;1
Wed, Feb 15, 2023;Denver Nuggets;1
Wed, Feb 15, 2023;Los Angeles Lakers;1
Thu, Feb 16, 2023;Chicago Bulls;0
Thu, Feb 16, 2023;Minnesota Timberwolves;0
Thu, Feb 16, 2023;Phoenix Suns;0
Thu, Feb 23, 2023;Cleveland Cavaliers;0
Thu, Feb 23, 2023;Indiana Pacers;0
Thu, Feb 23, 2023;Orlando Magic;1
Thu, Feb 23, 2023;Philadelphia 76ers;1
Thu, Feb 23, 2023;Toronto Raptors;1
Thu, Feb 23, 2023;Dallas Mavericks;1
Thu, Feb 23, 2023;Utah Jazz;1
Thu, Feb 23, 2023;Los Angeles Lakers;1
Thu, Feb 23, 2023;Sacramento Kings;1
Fri, Feb 24, 2023;Washington Wizards;0
Fri, Feb 24, 2023;Atlanta Hawks;1
Fri, Feb 24, 2023;Milwaukee Bucks;1
Fri, Feb 24, 2023;Chicago Bulls;1
Fri, Feb 24, 2023;Minnesota Timberwolves;0
Fri, Feb 24, 2023;Golden State Warriors;1
Fri, Feb 24, 2023;Phoenix Suns;1
Fri, Feb 24, 2023;Los Angeles Clippers;0
Sat, Feb 25, 2023;Detroit Pistons;0
Sat, Feb 25, 2023;Charlotte Hornets;1
Sat, Feb 25, 2023;Orlando Magic;0
Sat, Feb 25, 2023;New York Knicks;1
Sat, Feb 25, 2023;Memphis Grizzlies;1
Sat, Feb 25, 2023;Philadelphia 76ers;0
Sat, Feb 25, 2023;Utah Jazz;1
Sun, Feb 26, 2023;Milwaukee Bucks;1
Sun, Feb 26, 2023;Atlanta Hawks;1
Sun, Feb 26, 2023;Chicago Bulls;1
Sun, Feb 26, 2023;Dallas Mavericks;0
Sun, Feb 26, 2023;Cleveland Cavaliers;1
Sun, Feb 26, 2023;Oklahoma City Thunder;0
Sun, Feb 26, 2023;Golden State Warriors;1
Sun, Feb 26, 2023;Portland Trail Blazers;1
Sun, Feb 26, 2023;Denver Nuggets;1
Mon, Feb 27, 2023;Charlotte Hornets;1
Mon, Feb 27, 2023;Philadelphia 76ers;0
Mon, Feb 27, 2023;New York Knicks;1
Mon, Feb 27, 2023;New Orleans Pelicans;0
Tue, Feb 28, 2023;Atlanta Hawks;0
Tue, Feb 28, 2023;Brooklyn Nets;0
Tue, Feb 28, 2023;Memphis Grizzlies;1
Tue, Feb 28, 2023;Toronto Raptors;1
Tue, Feb 28, 2023;Houston Rockets;0
Tue, Feb 28, 2023;Oklahoma City Thunder;0
Tue, Feb 28, 2023;Dallas Mavericks;0
Tue, Feb 28, 2023;Utah Jazz;0
Tue, Feb 28, 2023;Golden State Warriors;1
Tue, Feb 28, 2023;Los Angeles Clippers;0
Wed, Mar 1, 2023;Charlotte Hornets;0
Wed, Mar 1, 2023;Detroit Pistons;0
Wed, Mar 1, 2023;Boston Celtics;1
Wed, Mar 1, 2023;Miami Heat;0
Wed, Mar 1, 2023;New York Knicks;1
Wed, Mar 1, 2023;Houston Rockets;0
Wed, Mar 1, 2023;Milwaukee Bucks;1
Wed, Mar 1, 2023;Oklahoma City Thunder;0
Wed, Mar 1, 2023;Portland Trail Blazers;0
Thu, Mar 2, 2023;Washington Wizards;1
Thu, Mar 2, 2023;Dallas Mavericks;1
Thu, Mar 2, 2023;San Antonio Spurs;1
Thu, Mar 2, 2023;Golden State Warriors;1
Fri, Mar 3, 2023;Charlotte Hornets;0
Fri, Mar 3, 2023;Atlanta Hawks;1
Fri, Mar 3, 2023;Boston Celtics;0
Fri, Mar 3, 2023;Chicago Bulls;0
Fri, Mar 3, 2023;Miami Heat;0
Fri, Mar 3, 2023;Oklahoma City Thunder;1
